FAERS_drug_match,lookup_value
HUMACART 3/7 (INSULIN HUMAN) (INSULIN HUMAN),Lepidium meyenii
HUMACART-HUMAN NPH INSULIN (RDNA) (HUMAN INSULIN (R,Lepidium meyenii
HUMACART-HUMAN REGULAR INSULIN (RDNA) (HUMAN INSULI,Lepidium meyenii
HUMACART (INSULIN HUMAN),Lepidium meyenii
HUMACART N,Lepidium meyenii
HUMACART-N,Lepidium meyenii
HUMACART N (AMV),Lepidium meyenii
HUMACART-N (INSULIN HUMAN),Lepidium meyenii
HUMACART-N(INSULIN HUMAN),Lepidium meyenii
HUMACART-N (INSULIN HUMAN) FORMULATION UNKNOWN,Lepidium meyenii
HUMACART-N (INSULIN HUMAN) INJECTION,Lepidium meyenii
HUMACART NPH,Lepidium meyenii
HUMACART R,Lepidium meyenii
HUMACART - R,Lepidium meyenii
HUMACART-R,Lepidium meyenii
HUMACART REGULAR,Lepidium meyenii
HUMACART REGULAR (HUMAN INSULIN (RDNA ORIGIN) REGULAR,Lepidium meyenii
"HUMACART REGULAR (HUMAN INSULIN (RDNA ORIGIN) REGULAR) PEN, DISPOSABLE",Lepidium meyenii
"HUMACART REGULAR(HUMAN INSULIN (RDNA ORIGIN) REGULAR) PEN,DISPOSABLE",Lepidium meyenii
HUMACART R (INSULIN HUMAN),Lepidium meyenii
HUMACART R (INSULIN HUMAN (GENETICAL RECOMBINATION),Lepidium meyenii
HUMPHREY'S TEETHING PELLETS HUMPHREYS PHARMACAL INC.,Lepidium meyenii
LACTINOL HX PEDINOL + PHARMACAL,Lepidium meyenii
LUMACAFTOR-IVACAFTOR,Lepidium meyenii
MACACY,Lepidium meyenii
MACACY A,Lepidium meyenii
MACACY-A,Lepidium meyenii
MACAFEM,Lepidium meyenii
MACAFEM PROBIOTIC CHEWS,Lepidium meyenii
MACAFEN,Lepidium meyenii
MACAINE,Lepidium meyenii
MACALCIN,Lepidium meyenii
MACALOL,Lepidium meyenii
MACALVIT,Lepidium meyenii
MACALVIT                           /00129401/,Lepidium meyenii
MACAPOPURAN,Lepidium meyenii
MACARDIS,Lepidium meyenii
MACARID,Lepidium meyenii
MACAS,Lepidium meyenii
NORMACALM,Lepidium meyenii
NORMACALM PLUS,Lepidium meyenii
OMACAR,Lepidium meyenii
"PAREGORIC LIQUID, USP  5ML/2MG ANHYDROUS MORPHINE  HI-TECH PHARMACAL",Lepidium meyenii
PEMACA,Lepidium meyenii
PHARMACAL D,Lepidium meyenii
PHARMACARE PARACETAMOL,Lepidium meyenii
POLY-VITAMIN DROPS W/IRON + 10 MG FERROUS SULFATE/ML HI-TECH PHARMACAL,Lepidium meyenii
POLY-VITAMIN DROPS W/IRON 10 MG FERROUS SULFATE/ML HI-TECH PHARMACAL C,Lepidium meyenii
PRIMACAINE ADRENALINE,Lepidium meyenii
PRIMACARE,Lepidium meyenii
PRIMACARE ONE,Lepidium meyenii
PRIMACARE ONE 500 MG OMEGA 3S AND 1MG FOLIC THER-RX CORP.,Lepidium meyenii
PRIMACARE ONE 500 MG THER-RX CORP.,Lepidium meyenii
PRIMACARE ONE CAPS THER-RX,Lepidium meyenii
PRIMACARE ONE -PRENATAL VIT-,Lepidium meyenii
PRIMACARE ONE (PRIMACARE),Lepidium meyenii
PRIMACARE ONE(R),Lepidium meyenii
PRIMACARE ( PRIMACARE) UNKNOWN,Lepidium meyenii
PRIMACARE (THER-TX CORPORATION),Lepidium meyenii
REMACAD,Lepidium meyenii
REMACADE,Lepidium meyenii
REMACAID,Lepidium meyenii
REMACAIDE,Lepidium meyenii
REPARAGEN PLUS GLUCOSAMINE (RNI-249-MACA (LEPIDIUM MYENII) HYPOCOTYLS,Lepidium meyenii
SAFECARE ASTHMACARE ORAL SPRAY 2 OZ,Lepidium meyenii
"SODIUM FLUORIDE DROPS 0.5MG / 1ML HI-TECH PHARMACAL CO., INC.",Lepidium meyenii
SPECTRO ECZEMACARE,Lepidium meyenii
STOMACAIN,Lepidium meyenii
TANNATE 12 S SUSPENSION HI-TECH PHARMACAL CO/ TARGET,Lepidium meyenii
THERAGESIC MAXIMUM STRENGTH MISSION PHARMACAL COMPANY,Lepidium meyenii
THERMACARE,Lepidium meyenii
THERMACARE BACK PAIN HEAT WRAP,Lepidium meyenii
THERMACARE BACK WRAP,Lepidium meyenii
THERMACARE HEAT PATCHES,Lepidium meyenii
THERMACARE HEATWRAP,Lepidium meyenii
THERMACARE HEATWRAPS,Lepidium meyenii
THERMACARE HEAT WRAPS,Lepidium meyenii
THERMACARE HEATWRAPS MULTIPURPOSE JOINT PAIN,Lepidium meyenii
THERMACARE KNEE WRAPS,Lepidium meyenii
THERMACARE LOWER BACK + HIP,Lepidium meyenii
THERMACARE MENSTRUAL,Lepidium meyenii
"THERMACARE NECK, SHOULDER + WRIST",Lepidium meyenii
"THERMACARE NECK, SHOULDER + WRIST HEAT WRAPS",Lepidium meyenii
THERMACARE NECK WRAP,Lepidium meyenii
THERMACARE SCHMERZGEL,Lepidium meyenii
THERMACARE ULTRA,Lepidium meyenii
THERMACARE WRAP,Lepidium meyenii
TIMACAR,Lepidium meyenii
TRAMACAT,Lepidium meyenii
TRAUMACAL,Lepidium meyenii
VALPROIC ACID 250 MG /5 ML HI-TECH PHARMACAL,Lepidium meyenii
ZOSTRIX HI-TECH PHARMACAL CO,Lepidium meyenii
BUTYL HYDROXYBENZOATE-CETYL ALCOHOL;PROPYLENE GLYCOL-SODIUM LAURYL SUL,Moringa oleifera
BUTYL HYDROXYBENZOATE W/CETYL ALCOHOL/PROPYLE,Moringa oleifera
CETAPHIL [BUTYL HYDROXYBENZOATE;CETYL ALCOHOL;PROPYLENE GLYCOL;SODIUM,Moringa oleifera
"CETAPHIL (CETYL ALCOHOL, PROPYLENE GLYCOL)",Moringa oleifera
CETAPHIL [CETYL ALCOHOL;PROPYLENE GLYCOL;SODIUM LAURYL SULFATE;STE,Moringa oleifera
CETAPHIL [CETYL ALCOHOL;PROPYLENE GLYCOL;SODIUM LAURYL SULFATE;STEARYL,Moringa oleifera
CETAPHIL [CETYL ALCOHOL\PROPYLENE GLYCOL\SODIUM LAURYL SULFATE\STEARYL ALCOHOL],Moringa oleifera
"CETAPHIL [CETYL ALCOHOL,PROPYLENE GLYCOL,STEARYL ALCOHOL]",Moringa oleifera
CETAPHIL [CETYL ALCOHOL;SODIUM LAURYL SULFATE],Moringa oleifera
CETAPHIL [CETYL ALCOHOL;SODIUM LAURYL SULFATE;STEARYL ALCOHOL],Moringa oleifera
CETAPHIL [CETYL ALCOHOL;TOCOPHERYL ACETATE],Moringa oleifera
CETAPHIL GENTLE SKIN CLEANSER [CETYL ALCOHOL;PROPYLENE GLYCOL;SODI,Moringa oleifera
CETAPHIL GENTLE SKIN CLEANSER [CETYL ALCOHOL;PROPYLENE GLYCOL;SODIUM L,Moringa oleifera
"CETAPHIL MOISTURIZING CREAM(ALMOND OIL, CETYL ALCOHOL, DIMETHICONE, GLYCERIN, PETROLATUM, PROPYLENE GLYCOL, VITAMIN E)",Moringa oleifera
"CETAPHIL (PROPYLENE GLYCOL, STEARYL ALCOHOL, CETYL ALCOHOL)",Moringa oleifera
CETAPHIL RESTORADERM CLEANSER (CETYL ALCOHOL;; PROPYLENE GLYCOL; STEAR,Moringa oleifera
CETAPHIL RESTORADERM CLEANSER (CETYL ALCOHOL; PROPYLENE GLYCOL;STEARYL,Moringa oleifera
CETYL ALCOHOL/D-ALPHA TOCOPHERYL ACETATE,Moringa oleifera
CETYL ALCOHOL/GLYCEROL/PARAFFIN,Moringa oleifera
CETYL ALCOHOL;TOCOPHEROL,Moringa oleifera
CETYL ALCOHOL;TOCOPHERYL ACETATE,Moringa oleifera
"PRAGMATAR (CETYL ALCOHOL, COAL TAR, SALICYLIC ACID, SULFUR) UNKNOWN",Moringa oleifera
"PRAGMATAR (SALICYLIC ACID, SULFUR, COAL TAR, CETYL ALCOHOL)",Moringa oleifera
QV [CETYL ALCOHOL;GLYCEROL;PARAFFIN],Moringa oleifera
ISOQUERCETIN,Moringa oleifera
"DIPROBASE (CETOMACROGOL/CETOSTEARYL ALCOHOL/PARAFFIN, LIQUID/WHITE SOF",Moringa oleifera
"DIPROBASE [CETOMACROGOL;CETOSTEARYL ALCOHOL;PARAFFIN, LIQUID;WHITE SOF",Moringa oleifera
"DIPROBASE (CETOMACROGOL, CETOSTEARYL ALCOHOL, PARAFFIN, LIQUID, WHITE SOFT PARAFFIN)",Moringa oleifera
"DIPROBASE CREAM (CETOMACROGOL, CETOSTEARYL ALCOHOL, PARAFFIN, LIQUID,",Moringa oleifera
"DIPROBASE CREAM (CETOSTEARYL ALCOHOL, PARAFIN, LIQUID, CETOMACROGOL, W",Moringa oleifera
"DIPROBASE CREAM (DIPROBASE) (CETOSTEARYL ALCOHOL, PARAFFIN, LIQUID, CETOMACROGOL, WHITE SOFT PARAFFIN)",Moringa oleifera
"DIPROBASE (DIPROBASE /01132701/) (UNKNOWN) (CETOSTEARYL ALCOHOL, PARAFFIN, LIQUID, CETOMACROGOL, WHITE SOFT PARAFFIN)",Moringa oleifera
"GLAXAL BASE (CETOMACROGOL 1000, CETOSTEARYL ALCOHOL, CHLOROCRESOL, PAR",Moringa oleifera
"OCULENTUM SIMPLEX (CETOSTEARYL ALCOHOL, WOOL FAT, PARAFFIN, PETROLATUM",Moringa oleifera
1-(4-METHYLPHENYL)ETHYLNICOTINATE 1-NAPHTHYLACETIC ACID,Arctium lappa
4-ACETYLAMINOPHENYLACETIC ACID,Arctium lappa
"ACETASOL (ACETIC ACID, BENZETHONIUM CHLORIDE, PROPYLENE GLYCOL DIACETA",Arctium lappa
"ACETASOL (ACETIC ACID, BENZETHONIUM CHLORIDE, SODIUM ACETATE, PROPYLEN",Arctium lappa
ACETIC ACID/ALUMINUM,Arctium lappa
ACETIC ACID-ALUMINUM ACETATE,Arctium lappa
ACETIC ACID AND HC OTIC,Arctium lappa
ACETIC ACID CALCIUM,Arctium lappa
ACETIC ACID DERIVATIVES AND RELATED SUBST.,Arctium lappa
ACETIC ACID EAR DROPS,Arctium lappa
ACETIC ACID OTIC SOLUTION 2 PERCENT,Arctium lappa
ACETIC ACID OTIC SOLUTION USP 2%,Arctium lappa
ACETIC ACID POTASSIUM,Arctium lappa
ACETIC ACID RINGER'S,Arctium lappa
ACETIC ACID RINGER'S SOLUTION (EUFUSOL),Arctium lappa
ACETIC ACID/TRIAMCINOLONE ACETONIDE,Arctium lappa
ACETIC ACID W/ALUM ACET,Arctium lappa
ACETIC ACID W/ALUMINIUM ACETATE,Arctium lappa
ACETIC ACID W/TRIAMCINOLONE ACETONIDE,Arctium lappa
ACETYLACETIC ACID,Arctium lappa
ACETYLSALICYLATE LYSINE/AMINOACETIC ACID,Arctium lappa
ACETYLSALICYLIC ACID/AMINOACETIC ACID,Arctium lappa
ACETYLSALICYLIC ACID W/AMINOACETIC ACID,Arctium lappa
"ACID JELLY GEL (ACETIC ACID, RICINOLEIC ACID, HYDROXYQUINOLINE)",Arctium lappa
"AFRIN (AMINOACETIC ACID, BENZALKONIUM CHLORIDE, OXYMETAZOLINE HYDROCHL",Arctium lappa
AFRIN (AMINOACETIC ACID/BENZALKONIUM CHLORIDE/OXYMETAZOLINE HYDROCHLOR,Arctium lappa
"AFRIN (AMINOACETIC ACID, PHENYLMERCURIC ACETATE, OXYMETAZOLINE HYDROCH",Arctium lappa
"AFRIN / OLD FORM/ (SORBITOL, AMINOACETIC ACID, PHENYLMERCURIC ACETATE,",Arctium lappa
"AMICALIQ (GLUCOSE, AMINOACETIC ACID, ALANINE, SERINE, ASPARTIC ACID, TYROSINE, LEUCINE, METHIONINE, PHENYLALANINE, HISTIDINE, SODIUM LACTATE, VALINE, THREONINE, TRYPTOPHAN, L-, ISOLEUCINE, ARGININE, PROLINE, DL- LACTIC ACID, LYSINE HYDROCHLORIDE, ARGININE HYDROCHLORIDE, POTASSIUM CHLORIDE,",Arctium lappa
AMINOACETIC ACID/ARGININE/HISTIDINE/ISOLEUCINE/LEUCINE/LYSINE/METHIONINE/PHENYLALANINE/THREONINE/TRY,Arctium lappa
AMINOACETIC ACID / BENZALKONIUM CHLORIDE,Arctium lappa
"AMINOACETIC ACID, CYSTEINE, GLYCYRRHIZIC ACID",Arctium lappa
AMINOACETIC ACID/CYSTEINE/GLYCYRRHIZIC ACID,Arctium lappa
"AMINOACETIC ACID/CYSTEINE/GLYCYRRHIZIC ACID, AMMONIUM SALT",Arctium lappa
AMINOACETIC ACID/DL-METHIONINE/GLYCYRRHIZIC ACID,Arctium lappa
AMINOACETIC ACID/GLYCYRRHIZIC ACID,Arctium lappa
AMINOACETIC ACID/IMMUNOGLOBULIN HUMAN NORMAL/MALTOSE,Arctium lappa
"AMINO ACETIC ACID, L-THREONINE, N-ACETYL-L",Arctium lappa
AMINOACETIC ACID/PROLINE,Arctium lappa
"AMINOLEBAN EN (ALANINE, AMINOACETIC ACID, ARGININE HYDROCHLORIDE, ISOL",Arctium lappa
"AMINOLEBAN EN (ALANINE, AMINOACETIC ACID, ARGINNIE HYDROCHLORIDE, ISOL",Arctium lappa
"AMINOLEBAN EN (AMINOACETIC ACID, ALANINE, METHIONINE, PHENYLALANINE ..",Arctium lappa
"AMINOLEBAN EN (AMINOACETIC ACID, ALANINE, METHIONINE, PHENYLALANINE, T",Arctium lappa
"AMIPAREN /01983901/ (ALANINE, AMINOACETIC ACID, ARGININE, ASPARTIC ACI",Arctium lappa
"AMIPHARGEN P (AMINOACETIC ACID, CYSTEINE HYDROCHLORIDE, GLYCERRHIZIC A",Arctium lappa
"ANTACID (AMINOACETIC ACID, CALCIUM CARBONATE)",Arctium lappa
ANTICOAGULANT ETHYLENEDIAMINE TETRAACETIC ACID (EDTA),Arctium lappa
ARYLOXYACETIC ACID DERIVATIVES,Arctium lappa
"ASPEGIC (ACETYLSALICYLATE LYSINE, AMINOACETIC ACID)",Arctium lappa
"ASPEGIC (AMINOACETIC ACID, ACETYLSALICYLATE LYSINE)",Arctium lappa
ASPEGIC [AMINOACETIC ACID\ACETYLSALICYLATE LYSINE],Arctium lappa
"ASPEGIC BABY (ACETYLSALICYLATE LYSINE, AMINOACETIC ACID)",Arctium lappa
"ASPEGIC BABY(ACETYLSALICYLATE LYSINE, AMINOACETIC ACID)",Arctium lappa
"ASPEGIC BABY (ACETYLSALICYLATE LYSINE/AMINOACETIC ACID, , 0)",Arctium lappa
"ASPEGIC BABY (ACETYLSALICYLATE LYSINE/AMINOACETIC ACID,,0)",Arctium lappa
"ASPEGIC BABY (AMINOACETIC ACID, ACETYLSALICYLATE LYSINE)",Arctium lappa
"ASPEGIC BABY(AMINOACETIC ACID, ACETYLSALICYLATE LYSINE)",Arctium lappa
"ASPEGIC /CH/ (ACETYLSALICYLATE LYSINE, AMINOACETIC ACID)",Arctium lappa
AURALGAN (ACETIC ACID (+) ANTIPYRINE (+) BENZOCAINE (+) GLYCERIN (+) P,Arctium lappa
COMPOUND GLYCYRRHIZIN (AMINOACETIC ACID/CYSTEINE HYDROCHLORIDE/GLYCYRR,Arctium lappa
COMPOUND GLYCYRRHIZIN (AMINOACETIC ACID/MONOAMMONIUM GLYCYRRHIZINATE/M,Arctium lappa
COMPOUND GLYCYRRHIZIN INJECTION (AMINOACETIC ACID/CYSTEINE HYDROCHLORI,Arctium lappa
"CYSTEINE, AMINOACETIC ACID, GLYCYRRHIZIC ACID (STRONG NEO-MINOPHAGEN C",Arctium lappa
CYSTEINE/GLYCYRRHIZIC ACID/AMINOACETIC ACID,Arctium lappa
"DEXAMETHASONE, GLACIAL ACETIC ACID, NEOMYCIN SULFATE, NEOMYCIN SULPHAT",Arctium lappa
DEXAMETHASONE + GLACIAL ACETIC ACID + NEOMYCIN SULPHATE (OTOMIZE),Arctium lappa
DIACETYLACETIC ACID ETHYLENEDIAMINE,Arctium lappa
DICHLORACETIC ACID 100% DELASCO/LOT # 73102E,Arctium lappa
"DL-METHIONINE, CALCIUM CARBONATE, AMINOACETIC ACID)",Arctium lappa
"FERRO SANOL (AMINOACETIC ACID, FERROUS SULFATE)",Arctium lappa
FERRO SANOL (AMINOACETIC ACID/FERROUS SULFATE),Arctium lappa
"FERRO SANOL DUODENAL (AMINOACETIC ACID, FERROUS SULFATE)",Arctium lappa
FERRO-SANOL DUODENAL (FERRO SANOL  DUODENAL- AMINOACETIC ACID/FERROUS,Arctium lappa
"FERRO ^SANOL^ /OLD FORM  (AMINOACETIC ACID, FERROUS SULFATE)",Arctium lappa
GADOLINIUM DIETHYLENETRIAMINEPENTAACETIC ACID (GD-DTPA),Arctium lappa
GADOLINIUM DIETHYLENETRIAMINOPENTAACETIC ACID,Arctium lappa
"GALLE DONAU (NICOTINIC ACID, ANPHTHYLACETIC ACID)",Arctium lappa
GALLE DONAU (NICOTINIC ACID. NAPHTHYL ACETYLACETIC ACID),Arctium lappa
GLUCOSE/GLYCINE/ALANINE/SERINE/ASPARTIC ACID/LYSINE/LEUCINE/METHIONINE/PHENYLALANINE/ACETIC ACID/HIS [NUTRIFLEX],Arctium lappa
GLYCINE (AMINOACETIC ACID) INJECTION,Arctium lappa
"GLYCYRON (AMINOACETIC ACID, DL-METHIONINE, GLYCYRHIZIC ACID)",Arctium lappa
GLYCYRON (AMINOACETIC ACID/DL-METHIONINE/GLYCYRRHIZIC ACID),Arctium lappa
"GLYCYRON [AMINOACETIC ACID,DL?METHIONINE,GLYCYRRHIZIC ACID]",Arctium lappa
"GLYCYRON (GLYRRHIZIC ACID, DL-METHINONINE, AMINOACETIC ACID)",Arctium lappa
"GLYCYRON (G;YCYRRHIZIC ACDI, AMINOACETIC ACID)",Arctium lappa
GLYCYRRHIZIN + AMINOACETIC ACID + L-CYSTEINE HYDROCHLORIDE,Arctium lappa
"GLYCYRRHIZIN/GLYCINE/L-CYSTEINE HYDROCHLORIDE (AMINOACETIC ACID, CYSTE",Arctium lappa
"GLYPHAGEN C (AMINOACETIC ACID, CYSTEINE, GLYCYRRHIZIC ACID)",Arctium lappa
"GODAMED                      (ACETYLSALICYLIC ACID, AMINOACETIC ACID)",Arctium lappa
"GODAMED (ACETYLSALICYLIC ACID, AMINOACETIC ACID)",Arctium lappa
GODAMED (ACETYLSALICYLIC ACID/AMINOACETIC ACID),Arctium lappa
"GODAMED(ACETYLSALICYLIC ACID, AMINOACETIC ACID)",Arctium lappa
HYDROCORTISONE-ACETIC ACID,Arctium lappa
HYDROCORTISONE-ACETIC ACID DROPS 2%-1%,Arctium lappa
"INYESPRIN INYECTABLE (ACETYLSALICYLATE LYSINE, AMINOACETIC ACID)",Arctium lappa
"IRM (ZINC OXIDE; POLY(ETHYLACRYLATE, METHYLMETHACRYLATE) 2:1; EUGENOL; ACETIC ACID)",Arctium lappa
"KEBERA S (GLYCYRRHIZIC ACID, CYSTEINE, AMINOACETIC ACID)",Arctium lappa
"KYOMINOTIN (AMINOACETIC ACID, CYSTEINE, GLYCYRRHIZIC ACID)",Arctium lappa
MAINTENANCE MEDIUM WITH ACETIC ACID,Arctium lappa
MAINTENANCE MEDIUM WITH ACETIC ACID AND GLUCOSE,Arctium lappa
MAINTENANCE MEDIUM WITH ACETIC ACID (WITH GLUCOSE),Arctium lappa
MAINTENANCE MEDIUM WITH ACETIC ACID(WITH GLUCOSE),Arctium lappa
"MICROLAX (DODECYL SULFOACETIC ACID, GLYCERIN, LAURETH 9, SODIUM CITRAT",Arctium lappa
"MICROLAX (DODECYL SULFOACETIC ACID, GLYCERIN, LAURETH 9 SODIUM CITRATE",Arctium lappa
"MINOPHAGEN C (AMINOACETIC ACID, GLYCYRRHIZIC ACID)",Arctium lappa
MINOPHAGEN C (AMINOACETIC ACID/GLYCYRRHIZIC ACID),Arctium lappa
MONOAMMONIUM GLYCYRRHIZINATE/GLYCINE/AMINOACETIC ACID/DL-METHIONINE,Arctium lappa
MONOCHLORACETIC ACID,Arctium lappa
"NEOAMIYU (ALANINE, AMINOACETIC ACID, ARGININE,  ASPARTIC ACID, GLUTAMI",Arctium lappa
"NEO MINOPHAGEN C (AMINOACETIC ACID, CYSTEINE HYDROCHLORIDE, GLYCYRRHIZ",Arctium lappa
"NEOPHAGEN-1 (AMINOACETIC ACID, CALCIUM CARBONATE, DL-METHIONINE, GLYCY",Arctium lappa
"NEOPHAGEN (AMINOACETIC ACID, CYSTEINE HYDROCHLORIDE)",Arctium lappa
NUTRIFLEX [ACETIC ACID;ALANINE;AMINO ACIDS NOS;ARGININE;ASPARTIC ACID;,Arctium lappa
NUTRIFLEX ^BRAUN^ (ACETIC ACID W/ALANINE/AMINO ACIDS NOS/ARGININ),Arctium lappa
OTOCORT (NEOMYCIN SULFATE+DEXAMETHASONE+ACETIC ACID),Arctium lappa
OTOMIZE (ACETIC ACID (+) DEXAMETHASONE (+) NEOMYCIN SULFATE),Arctium lappa
"OTOMIZE (DEXAMETHASONE, GLACIAL ACETIC ACID, NEOMYCIN SULFATE)",Arctium lappa
"OTOMIZE (DEXAMETHASONE, GLACIAL ACETIC ACID, NEOMYCIN SULPHATE)",Arctium lappa
"OTOMIZE (DEXAMETHASONE, NEOMYCIN SULPHATE, GLACIAL ACETIC ACID)",Arctium lappa
OTOMIZE EAR SPRAY (ACETIC ACID + DEXAMETHASONE + NEOMYCIN SULFATE),Arctium lappa
"PARAPROST [AMINOACETIC ACID,BETA-ALANINE,GLUTAMIC ACID]",Arctium lappa
"PAYNOCIL (ACETYLSALICYLIC ACID, AMINOACETIC ACID)",Arctium lappa
PHENYLMERCURIC ACETATE AND AMINOACETIC ACID AND SORBITOL AND OXYMETAZO,Arctium lappa
"POLYRHITIN N (AMINOACETIC ACID, DL-METHIONINE, GLYCYRRHIZA GLABRA EXTR",Arctium lappa
"PROTEAMIN 12X (AMINOACETIC ACID, XYLITOL, ASPARTIC ACID, AMINO ACIDS N",Arctium lappa
SEPTOPAL (AMINOACETIC ACID/GENTAMICIN SULFATE/POLYMETHYLMETHACRYLATE/Z,Arctium lappa
SIBONEET (AMINOACETIC ACID/CHLOROPHYLLIN SODIUM COPPER COMPLEX/GLYCYRR,Arctium lappa
SOLUVIT N [ACETIC ACID;ASCORBIC ACID;1 BIOTIN;CYANOCOBALAMIN;FOLIC ACID;,Arctium lappa
SOLUVIT N [ACETIC ACID;ASCORBIC ACID;BIOTIN;CYANOCOBALAMIN;FOLIC ACID;,Arctium lappa
"SORBITOL (ACETIC ACID, SORBITOL)",Arctium lappa
"STRONGER NEO-MINOPHAGEN C (AMINOACETIC ACID, CYSTEINE, GLYCYRRHIZIC AC",Arctium lappa
"STRONGER NEO MINOPHAGEN C (AMINOACETIC ACID, GLYCYRRHIZIC ACID, CYSTEI",Arctium lappa
"STRONGER NEO-MINOPHAGEN C (CYSTEINE, AMINOACETIC ACID, GLYCYRRHIZIC AC",Arctium lappa
"STRONG HOKUPHAGEN (AMINOACETIC ACID, CYSTEINE, GLYCYRRHIZIC ACID, AMMO",Arctium lappa
"STRONG NEO-MINOPHABEN C (AMINOACETIC ACID, CYSTEINE, GLYCYRRHIZIC ACID",Arctium lappa
"STRONG NEO-MINOPHAGEN C            (AMINOACETIC ACID, CYSTEINE, GLYCYR",Arctium lappa
"STRONG (NEO-MINOPHAGEN C (AMINOACETIC ACID, CYSTEINE, GLYCYRRHIZIC ACI",Arctium lappa
"STRONG NEO-MINOPHAGEN C (AMINOACETIC ACID, CYSTEINE, GLYCYRRHIZIC ACID",Arctium lappa
STRONG NEO-MINOPHAGEN C (AMINOACETIC ACID/CYSTEINE/GLYCYRRHIZIC ACID),Arctium lappa
"STRONG NEO-MINOPHAGEN C (AMINOACETIC ACID, GLYCYRRHIZIC ACID, CYSTEINE",Arctium lappa
"STRONG NEO-MINOPHAGEN C (CYSTEINE, AMINOACETIC ACID GLYCYRRHIZIC ACID)",Arctium lappa
"STRONG NEO-MINOPHAGEN C (CYSTEINE, AMINOACETIC ACID, GLYCYRRHIZIC ACID",Arctium lappa
"STRONG NEO-MINOPHAGEN C (GLYCYRRHIZIC ACID, AMINOACETIC ACID, CYSTEINE",Arctium lappa
"TEBETANE COMPUESTO (ALANINE, AMINOACETIC ACID, GLUTAMIC ACID, PYGEUM A",Arctium lappa
"THYMOGLOBULIN (AMINOACETIC ACID, ANTITHYMOCTE IMMUNOGLOBULIN, MANNITOL",Arctium lappa
"TITRALAC /00183701/ (AMINOACETIC ACID, CALCIUM CARBONATE)",Arctium lappa
TITRALAC (AMINOACETIC ACID),Arctium lappa
"TITRALAC (AMINOACETIC ACID, CALCIUM  CARBONATE)",Arctium lappa
"TITRALAC (AMINOACETIC ACID, CALCIUM CARBONATE)",Arctium lappa
"TITRALAC (AMINOACETIC ACID, CALCIUM CARBONATE) UNKNOWN",Arctium lappa
TOLYNICATE AND NAPHTHYLACETIC ACID TABLETS,Arctium lappa
TRISOL [ACETIC ACID;ALANINE;ARGININE;ASPARTIC ACID;CYSTEINE;GLUTAMIC A,Arctium lappa
"TWINPAL (GLUCOSE, CYSTEINE, AMINOACETIC ACID, ALANINE SERINE, ASPARTIC",Arctium lappa
VEEN 3G (MAINTENANCE MEDIUM WITH ACETIC ACID WITH GLUCOSE) INJECTION,Arctium lappa
VI PEEL (ASCORBIC ACID\PHENOL\TRETINOIN\TRICHLOROACETIC ACID\SALICYLIC ACID),Arctium lappa
"VIVIN C [ACETYLSALICYLIC ACID,AMINOACETIC ACID,ASCORBIC ACID]",Arctium lappa
4-AMINO-3-HYDROXYBUTYRIC ACID,Arctium lappa
4-AMINO-3-HYDROXYBUTYRIC ACID + DIAZEPAM,Arctium lappa
4-AMINO-3-HYDROXYBUTYRIC ACID/GAMMA-AMINOBUTYRIC ACID/MAGNESIUM GLUTAM,Arctium lappa
4-AMINOBUTYRIC ACID,Arctium lappa
AMINOPHENYLBUTYRIC ACID,Arctium lappa
BUTYRIC ACID BACTERIA AGENT,Arctium lappa
BUTYRIC ACID BACTERIUM AGENT,Arctium lappa
"DORKEN (4-AMINO-3-HYDORXYBUTYRIC ACID, CLORAZEPATE DIPOTASSIUM, PYRIDO",Arctium lappa
GABA [GAMMA-AMINOBUTYRIC ACID],Arctium lappa
GABE-AMINOBUTYRIC ACID,Arctium lappa
.GAMMA.-AMINO-.BETA.-HYDROXYBUTYRIC ACID.,Arctium lappa
GAMMA AMINO BETA HYDROXYBUTYRIC ACID,Arctium lappa
GAMMA-AMINO-BETA-HYDROXYBUTYRIC ACID,Arctium lappa
GAMMA AMINO BUTYRIC ACID,Arctium lappa
GAMMA AMINOBUTYRIC ACID,Arctium lappa
GAMMA?AMINOBUTYRIC ACID,Arctium lappa
GAMMA-AMINOBUTYRIC ACID W/NICOTINIC ACID,Arctium lappa
GAMMA HYDROXY BUTYRIC ACID,Arctium lappa
GAMMA HYDROXYBUTYRIC ACID,Arctium lappa
GAMMA-HYDROXYBUTYRIC ACID,Arctium lappa
GAMMA?HYDROXYBUTYRIC ACID,Arctium lappa
GAMMA HYDROXYBUTYRIC ACID (ECSTASY),Arctium lappa
GAMMA-HYDROXYBUTYRIC ACID (GHB),Arctium lappa
GHB (GAMMA-HYDROXYBUTYRIC ACID),Arctium lappa
OTHER TYPES OF GAMMA AMINOBUTYRIC ACID ANTICONVULSANT,Arctium lappa
PHENIBUT/AMINOPHENYLBUTYRIC ACID,Arctium lappa
ANGI SPRAY (CHLOROBUTANOL (+) HEXETIDINE (+) PROPIONIC ACID),Arctium lappa
"ANGI SPRAY, COLLUTOIRE [CHLOROBUTANOL\HEXETIDINE\PROPIONIC ACID]",Arctium lappa
VITAMIN D2 (ERGOSTEROL),Ganoderma lucidum
ARABINOGALACTAN / CAMPESTEROL / SITOSTEROL / STIGMASTEROL,Serenoa repens
ALPHA-CAPROIC ACID,Serenoa repens
