"name"	"latin_binomial"
SALVIA CALOSTACHYA WHOLE	SALVIA SCLAREA
CLARY WHOLE	SALVIA SCLAREA
SALVIA COARCTATA WHOLE	SALVIA SCLAREA
SALVIA FRUTICUM WHOLE	SALVIA TOMENTOSA
SALVIA TRIGONOCALYX WHOLE	SALVIA TOMENTOSA
SALVIA MAJOR WHOLE	SALVIA TOMENTOSA
SALVIA BRACHYSTEMON WHOLE	SALVIA TOMENTOSA
SALVIA NUSAIRIENSIS WHOLE	SALVIA TOMENTOSA
SALVIA TOMENTOSA WHOLE	SALVIA TOMENTOSA
SALVIA TOMENTOSA MILL.	SALVIA TOMENTOSA
SALVIA LACINIATA WHOLE	SALVIA VERBENACA
SALVIA OCHROLEUCA WHOLE	SALVIA VERBENACA
SALVIA DUBIA WHOLE	SALVIA VERBENACA
SALVIA LOWEI WHOLE	SALVIA VERBENACA
GALLITRICHUM CLANDESTINUM WHOLE	SALVIA VERBENACA
HORMINUM VERBENACUM WHOLE	SALVIA VERBENACA
GALLITRICHUM ARVALE WHOLE	SALVIA VERBENACA
SALVIA SUBSCAPOSA WHOLE	SALVIA VERBENACA
SALVIA CLEISTOGAMA WHOLE	SALVIA VERBENACA
SCLAREA RHODANTHA WHOLE	SALVIA VERBENACA
SALVIA SENNENII WHOLE	SALVIA VERBENACA
SALVIA HIEMALIS WHOLE	SALVIA VERBENACA
SALVIA SABULICOLA WHOLE	SALVIA VERBENACA
GALLITRICHUM PALLIDIFLORUM WHOLE	SALVIA VERBENACA
SALVIA FONTII WHOLE	SALVIA VERBENACA
SCLAREA DECIDUA WHOLE	SALVIA VERBENACA
SALVIA ANSELMII WHOLE	SALVIA VERBENACA
SALVIA ELECTA WHOLE	SALVIA VERBENACA
SALVIA DOMENECHII WHOLE	SALVIA VERBENACA
SALVIA THEODORI WHOLE	SALVIA VERBENACA
SALVIA ILLYRICA WHOLE	SALVIA VERBENACA
SALVIA OBLONGATA WHOLE	SALVIA VERBENACA
SCLAREA VERBENACA WHOLE	SALVIA VERBENACA
SALVIA PYRENAICA WHOLE	SALVIA VERBENACA
GALLITRICHUM PTYCHOPHYLLUM WHOLE	SALVIA VERBENACA
GALLITRICHUM ANGLICUM WHOLE	SALVIA VERBENACA
SALVIA VERBENACA WHOLE	SALVIA VERBENACA
GALLITRICHUM ROSULATUM WHOLE	SALVIA VERBENACA
SALVIA BARCINONENSIS WHOLE	SALVIA VERBENACA
VERVAIN SAGE WHOLE	SALVIA VERBENACA
SALVIA PRAECOX WHOLE	SALVIA VERBENACA
SALVIA MEDITERRANEA WHOLE	SALVIA VERBENACA
SALVIA LINNAEI WHOLE	SALVIA VERBENACA
SALVIA VIVIANII WHOLE	SALVIA VERBENACA
HORMINUM SYLVESTRE WHOLE	SALVIA VERBENACA
SALVIA CLANDESTINOIDES WHOLE	SALVIA VERBENACA
SALVIA HORMINIOIDES WHOLE	SALVIA VERBENACA
GALLITRICHUM VERBENACUM WHOLE	SALVIA VERBENACA
SALVIA POLYMORPHA WHOLE	SALVIA VERBENACA
SCLAREA VISCOSISSIMA WHOLE	SALVIA VERBENACA
GALLITRICHUM DICHROANTHUM WHOLE	SALVIA VERBENACA
GALLITRICHUM HORMINIOIDES WHOLE	SALVIA VERBENACA
SALVIA BARNOLAE WHOLE	SALVIA VERBENACA
SALVIA BASILII WHOLE	SALVIA VERBENACA
WILD CLARY WHOLE	SALVIA VERBENACA
SALVIA CLANDESTINA WHOLE	SALVIA VERBENACA
SALVIA VERBENACOIDES WHOLE	SALVIA VERBENACA
SALVIA VARIABILIS WHOLE	SALVIA VERBENACA
GALLITRICHUM CANDOLLEI WHOLE	SALVIA VERBENACA
GALLITRICHUM STEREOCAULON WHOLE	SALVIA VERBENACA
SALVIA ERIOCAULIS WHOLE	SALVIA VERBENACA
GALLITRICHUM RUBELLUM WHOLE	SALVIA VERBENACA
LAURUS ALBIDA WHOLE	SASSAFRAS ALBIDUM
LARNASTYRA VERBENACA WHOLE	SALVIA VERBENACA
GALLITRICHUM MACULATUM WHOLE	SALVIA VERBENACA
SALVIA WEIHAIENSIS WHOLE	SALVIA VERBENACA
SALVIA PALLIDIFLORA WHOLE	SALVIA VERBENACA
SALVIA NEGLECTA WHOLE	SALVIA VERBENACA
GALLITRICHUM VIRGATUM WHOLE	SALVIA VERBENACA
SALVIA SPIELMANNIANA WHOLE	SALVIA VERBENACA
SALVIA ANGLICA WHOLE	SALVIA VERBENACA
SALVIA EROSA WHOLE	SALVIA VERBENACA
SALVIA VERBENIFOLIA WHOLE	SALVIA VERBENACA
SALVIA INTRICATA WHOLE	SALVIA VERBENACA
SALVIA ACUTATA WHOLE	SALVIA VERBENACA
SALVIA CLAYTONII WHOLE	SALVIA VERBENACA
SALVIA RHODANTHA WHOLE	SALVIA VERBENACA
SALVIA CANDOLLEI WHOLE	SALVIA VERBENACA
SALVIA VERBENACA L.	SALVIA VERBENACA
SALVIA MULTIFIDA WHOLE	SALVIA VERBENACA
SALVIA CONTROVERSA WHOLE	SALVIA VERBENACA
LARNASTYRA CLAYTONII WHOLE	SALVIA VERBENACA
MEXICAN ELDERBERRY WHOLE	SAMBUCUS CANADENSIS
SAMBUCUS CANADENSIS WHOLE	SAMBUCUS CANADENSIS
SAMBUCUS CANADENSIS L.	SAMBUCUS CANADENSIS
SAMBUCUS NIGRA SUBSP. CANADENSIS WHOLE	SAMBUCUS CANADENSIS
SAMBUCUS ORBICULATA GREENE	SAMBUCUS CANADENSIS
SAMBUCUS CERULEA VAR. MEXICANA WHOLE	SAMBUCUS CANADENSIS
AMERICAN ELDER [HOC]	SAMBUCUS CANADENSIS
SAMBUCUS MEXICANA WHOLE	SAMBUCUS CANADENSIS
SAMBUCUS MEXICANA C. PRESL EX DC.	SAMBUCUS CANADENSIS
SWEET ELDER WHOLE	SAMBUCUS CANADENSIS
SAMBUCUS ORBICULATA WHOLE	SAMBUCUS CANADENSIS
SAMBUCUS SIMPSONII REHDER EX SARG.	SAMBUCUS CANADENSIS
AMERICAN ELDERBERRY WHOLE	SAMBUCUS CANADENSIS
SAMBUCUS SIMPSONII WHOLE	SAMBUCUS CANADENSIS
AMERICAN ELDER WHOLE	SAMBUCUS CANADENSIS
DWARF ELDERBERRY WHOLE	SAMBUCUS EBULUS
DWARF ELDER WHOLE	SAMBUCUS EBULUS
DANESBLOOD WHOLE	SAMBUCUS EBULUS
DANEWORT WHOLE	SAMBUCUS EBULUS
EUROPEAN DWARF ELDER WHOLE	SAMBUCUS EBULUS
SAMBUCUS HERBACEA WHOLE	SAMBUCUS EBULUS
VIBURNUM EBULUS WHOLE	SAMBUCUS EBULUS
DANE WEED WHOLE	SAMBUCUS EBULUS
EBULUM HUMILE WHOLE	SAMBUCUS EBULUS
SAMBUCUS HUMILIS WHOLE	SAMBUCUS EBULUS
WALEWORT WHOLE	SAMBUCUS EBULUS
SAMBUCUS EBULUS [WHO-DD]	SAMBUCUS EBULUS
SAMBUCUS EBULUS L.	SAMBUCUS EBULUS
SAMBUCUS EBULUS WHOLE	SAMBUCUS EBULUS
DWARF ELDER [HOC]	SAMBUCUS EBULUS
RED-WHOLE	SANGUINARIA CANADENSIS
BLOOD WHOLE	SANGUINARIA CANADENSIS
BLOODROOT [HOC]	SANGUINARIA CANADENSIS
BELHARNOSIA CANADENSIS WHOLE	SANGUINARIA CANADENSIS
SANGUINARIA CANADENSIS L.	SANGUINARIA CANADENSIS
BELHARNOSIA MESOCHORA WHOLE	SANGUINARIA CANADENSIS
SANGUINARIA CANADENSIS WHOLE	SANGUINARIA CANADENSIS
SANGUINARIA MESOCHORA WHOLE	SANGUINARIA CANADENSIS
SANGUINARIA ROTUNDIFOLIA WHOLE	SANGUINARIA CANADENSIS
RED PUCCOON WHOLE	SANGUINARIA CANADENSIS
BLOODROOT WHOLE	SANGUINARIA CANADENSIS
SWEET BETTY WHOLE	SAPONARIA OFFICINALIS
SOAPWORT WHOLE	SAPONARIA OFFICINALIS
BOUNCING-BETT WHOLE	SAPONARIA OFFICINALIS
BOUNCING BET WHOLE	SAPONARIA OFFICINALIS
SWEET WILLIAM WHOLE	SAPONARIA OFFICINALIS
SILENE SAPONARIA WHOLE	SAPONARIA OFFICINALIS
SAPONARIA OFFICINALIS WHOLE	SAPONARIA OFFICINALIS
BOUNCINGBET SOAPWEED WHOLE	SAPONARIA OFFICINALIS
BOOTIA SAPONARIA WHOLE	SAPONARIA OFFICINALIS
SAPONARIA OFFICINALIS L.	SAPONARIA OFFICINALIS
BOOTIA VULGARIS WHOLE	SAPONARIA OFFICINALIS
LYCHNIS OFFICINALIS WHOLE	SAPONARIA OFFICINALIS
RED SOAPWORT WHOLE	SAPONARIA OFFICINALIS
LYCHNIS SAPONARIA WHOLE	SAPONARIA OFFICINALIS
BOUNCINGBET WHOLE	SAPONARIA OFFICINALIS
SAPOSHNIKOVIA DIVARICATA (TURCZ.) SCHISCHK.	SAPOSHNIKOVIA DIVARICATA
LEDEBOURIELLA DIVARICATA WHOLE	SAPOSHNIKOVIA DIVARICATA
SILER WHOLE	SAPOSHNIKOVIA DIVARICATA
FANG FENG WHOLE	SAPOSHNIKOVIA DIVARICATA
CACHRYS SESELOIDES WHOLE	SAPOSHNIKOVIA DIVARICATA
SAPOSHNIKOVIA SESELOIDES WHOLE	SAPOSHNIKOVIA DIVARICATA
TRINIA SESELIOIDES WHOLE	SAPOSHNIKOVIA DIVARICATA
LEDEBOURIELLA SESELOIDES WHOLE	SAPOSHNIKOVIA DIVARICATA
SAPOSHNIKOVIA DIVARICATA [WHO-DD]	SAPOSHNIKOVIA DIVARICATA
SILER DIVARICATUM WHOLE	SAPOSHNIKOVIA DIVARICATA
TRINIA SESELOIDES WHOLE	SAPOSHNIKOVIA DIVARICATA
STENOCOELIUM DIVARICATUM WHOLE	SAPOSHNIKOVIA DIVARICATA
SAPOSHNIKOVIA DIVARICATA WHOLE	SAPOSHNIKOVIA DIVARICATA
LASER DIVARICATUM WHOLE	SAPOSHNIKOVIA DIVARICATA
TRINIA DAHURICA WHOLE	SAPOSHNIKOVIA DIVARICATA
GUARD AGAINST WIND WHOLE	SAPOSHNIKOVIA DIVARICATA
RUMIA SESELOIDES WHOLE	SAPOSHNIKOVIA DIVARICATA
APINELLA SESELIODES WHOLE	SAPOSHNIKOVIA DIVARICATA
JOHRENIA SESELOIDES WHOLE	SAPOSHNIKOVIA DIVARICATA
SILER [HOC]	SAPOSHNIKOVIA DIVARICATA
TETRANTHERA ALBIDA WHOLE	SASSAFRAS ALBIDUM
LAURUS SASSAFRAS WHOLE	SASSAFRAS ALBIDUM
PERSEA SASSAFRAS WHOLE	SASSAFRAS ALBIDUM
SASSAFRAS ALBIDUM [WHO-DD]	SASSAFRAS ALBIDUM
LAURUS ALBIDUS WHOLE	SASSAFRAS ALBIDUM
LAURUS SALSAFRAZ WHOLE	SASSAFRAS ALBIDUM
SASSAFRAS ALBIDUM WHOLE	SASSAFRAS ALBIDUM
SASSAFRAS ALBIDUM (NUTT.) NEES	SASSAFRAS ALBIDUM
SASSAFRAS VARIIFOLIUM WHOLE	SASSAFRAS ALBIDUM
WHITE SASSAFRAS WHOLE	SASSAFRAS ALBIDUM
SASSAFRAS [HOC]	SASSAFRAS ALBIDUM
SASSAFRAS SASSAFRAS WHOLE	SASSAFRAS ALBIDUM
SASSAFRAS WHOLE	SASSAFRAS ALBIDUM
SASSAFRAS OFFICINARUM WHOLE	SASSAFRAS ALBIDUM
SASSAFRAS OFFICINALE WHOLE	SASSAFRAS ALBIDUM
SATURIASTRUM MONTANUM WHOLE	SATUREJA MONTANA
CLINOPODIUM MONTANUM WHOLE	SATUREJA MONTANA
SATUREJA MONTANA [WHO-DD]	SATUREJA MONTANA
MICROMERIA MONTANA WHOLE	SATUREJA MONTANA
SATUREJA MONTANA WHOLE	SATUREJA MONTANA
SATUREJA MONTANA L.	SATUREJA MONTANA
WINTER SAVORY [HOC]	SATUREJA MONTANA
WINTER SAVORY WHOLE	SATUREJA MONTANA
LIZARD'S TAIL WHOLE	SAURURUS CERNUUS
SAURURUS CERNUUS WHOLE	SAURURUS CERNUUS
SAURURUS CERNUUS L.	SAURURUS CERNUUS
HAPLOTAXIS INVOLUCRATA WHOLE	SAUSSUREA INVOLUCRATA
SAUSSUREA ISCHNOIDES WHOLE	SAUSSUREA INVOLUCRATA
SAUSSUREA KARELINII WHOLE	SAUSSUREA INVOLUCRATA
SAUSSUREA POLYLADA WHOLE	SAUSSUREA INVOLUCRATA
XUE LIAN HUA WHOLE	SAUSSUREA INVOLUCRATA
SAUSSUREA INVOLUCRATA (KAR. & KIR.) SCH.BIP.	SAUSSUREA INVOLUCRATA
SAUSSUREA INVOLUCRATA WHOLE	SAUSSUREA INVOLUCRATA
SAUSSUREA DOROGOSTAISKII WHOLE	SAUSSUREA INVOLUCRATA
SAUSSUREA LIOUI WHOLE	SAUSSUREA INVOLUCRATA
SAUSSUREA INVOLUCRATA [WHO-DD]	SAUSSUREA INVOLUCRATA
APLOTAXIS INVOLUCRATA WHOLE	SAUSSUREA INVOLUCRATA
RHUS TRIJUGA WHOLE	SCHINUS TEREBINTHIFOLIA
RHUS SCHINOIDES WHOLE	SCHINUS TEREBINTHIFOLIA
CHRISTMAS BERRY WHOLE	SCHINUS TEREBINTHIFOLIA
SCHINUS TEREBINTHIFOLIA RADDI	SCHINUS TEREBINTHIFOLIA
SCHINUS TEREBINTHIFOLIUS WHOLE	SCHINUS TEREBINTHIFOLIA
LITHRAEA CHICHITA WHOLE	SCHINUS TEREBINTHIFOLIA
FLORIDA HOLLY WHOLE	SCHINUS TEREBINTHIFOLIA
SCHINUS TEREBINTHIFOLIA [WHO-DD]	SCHINUS TEREBINTHIFOLIA
SARCOTHECA BAHIENSIS WHOLE	SCHINUS TEREBINTHIFOLIA
CHRISTMASBERRY WHOLE	SCHINUS TEREBINTHIFOLIA
SCHINUS RHOIFOLIA WHOLE	SCHINUS TEREBINTHIFOLIA
BRAZILIAN PEPPER-TREE WHOLE	SCHINUS TEREBINTHIFOLIA
SCHINUS TEREBINTHIFOLIA WHOLE	SCHINUS TEREBINTHIFOLIA
SCHINUS MELLISII WHOLE	SCHINUS TEREBINTHIFOLIA
BRAZILIAN PEPPER TREE [HOC]	SCHINUS TEREBINTHIFOLIA
WARUI WHOLE	SCHINUS TEREBINTHIFOLIA
BRAZILIAN PEPPERTREE WHOLE	SCHINUS TEREBINTHIFOLIA
SCHISANDRA CHINENSIS [WHO-DD]	SCHISANDRA CHINENSIS
SCHISANDRA CHINENSIS WHOLE	SCHISANDRA CHINENSIS
MAXIMOWICZIA JAPONICA WHOLE	SCHISANDRA CHINENSIS
SCHISANDRA VIRIDICARPA WHOLE	SCHISANDRA CHINENSIS
KADSURA CHINENSIS WHOLE	SCHISANDRA CHINENSIS
SCHISANDRA CHINENSIS (TURCZ.) BAILL.	SCHISANDRA CHINENSIS
MAXIMOWICZIA SINENSIS WHOLE	SCHISANDRA CHINENSIS
MAXIMOWICZIA CHINENSIS WHOLE	SCHISANDRA CHINENSIS
SCHISANDRA (SCHISANDRA CHINENSIS) [HOC]	SCHISANDRA CHINENSIS
MAXIMOWICZIA AMURENSIS WHOLE	SCHISANDRA CHINENSIS
SPHAEROSTEMA JAPONICUM WHOLE	SCHISANDRA CHINENSIS
ANDROPOGON PREAMATURUS WHOLE	SCHIZACHYRIUM SCOPARIUM
ANDROPOGON HALEI WHOLE	SCHIZACHYRIUM SCOPARIUM
SCHIZACHYRIUM VILLOSISSIMUM WHOLE	SCHIZACHYRIUM SCOPARIUM
SCHIZACHYRIUM LITTORALE WHOLE	SCHIZACHYRIUM SCOPARIUM
ANDROPOGON SPADICEUS WHOLE	SCHIZACHYRIUM SCOPARIUM
POLLINIA SCOPARIA WHOLE	SCHIZACHYRIUM SCOPARIUM
ANDROPOGON MADERENSIS WHOLE	SCHIZACHYRIUM SCOPARIUM
SCHIZACHYRIUM ACUMINATUM WHOLE	SCHIZACHYRIUM SCOPARIUM
ANDROPOGON DIVERGENS WHOLE	SCHIZACHYRIUM SCOPARIUM
ANDROPOGON FLEXILIS WHOLE	SCHIZACHYRIUM SCOPARIUM
SCHIZACHYRIUM PRAEMATURUM WHOLE	SCHIZACHYRIUM SCOPARIUM
ANDROPOGON PURPURASCENS WHOLE	SCHIZACHYRIUM SCOPARIUM
SCHIZACHYRIUM SPADICEUM WHOLE	SCHIZACHYRIUM SCOPARIUM
ANDROPOGON LITTORALIS WHOLE	SCHIZACHYRIUM SCOPARIUM
SORGHUM SCOPARIUM WHOLE	SCHIZACHYRIUM SCOPARIUM
SCHIZACHYRIUM NEOMEXICANUM WHOLE	SCHIZACHYRIUM SCOPARIUM
ANDROPOGON PRAEMATURUS WHOLE	SCHIZACHYRIUM SCOPARIUM
SCHIZACHYRIUM SCOPARIUM WHOLE	SCHIZACHYRIUM SCOPARIUM
ANDROPOGON NEOMEXICANUS WHOLE	SCHIZACHYRIUM SCOPARIUM
ANDROPOGON SCOPARIUS WHOLE	SCHIZACHYRIUM SCOPARIUM
SCHIZACHYRIUM SCOPARIUM (MICHX.) NASH	SCHIZACHYRIUM SCOPARIUM
SCHOENOPLECTUS VALIDUS WHOLE	SCHOENOPLECTUS TABERNAEMONTANI
HELEOGITON TABERNAEMONTANI WHOLE	SCHOENOPLECTUS TABERNAEMONTANI
HELEOPHYLAX TABERNAEMONTANI WHOLE	SCHOENOPLECTUS TABERNAEMONTANI
ELEOGITON TABERNAEMONTANI WHOLE	SCHOENOPLECTUS TABERNAEMONTANI
SCIRPUS VALIDUS WHOLE	SCHOENOPLECTUS TABERNAEMONTANI
SCHOENOPLECTUS TABERNAEMONTANI (C.C.GMEL.) PALLA	SCHOENOPLECTUS TABERNAEMONTANI
SCIRPUS TABERNAEMONTANI WHOLE	SCHOENOPLECTUS TABERNAEMONTANI
SOFTSTEM BULRUSH WHOLE	SCHOENOPLECTUS TABERNAEMONTANI
HYMENOCHAETA TABERNAEMONTANI WHOLE	SCHOENOPLECTUS TABERNAEMONTANI
CYPERUS TABERNAEMONTANI WHOLE	SCHOENOPLECTUS TABERNAEMONTANI
SCIRPUS WELWITSCHII WHOLE	SCHOENOPLECTUS TABERNAEMONTANI
SCHOENOPLECTUS TABERNAEMONTANI WHOLE	SCHOENOPLECTUS TABERNAEMONTANI
SCIRPUS SICULUS WHOLE	SCHOENOPLECTUS TABERNAEMONTANI
SCIRPUS ULIGINOSUS WHOLE	SCHOENOPLECTUS TABERNAEMONTANI
SCOLYMUS GYMNOSPERMUS WHOLE	SCOLYMUS HISPANICUS
SCOLYMUS THEOPHRASTI WHOLE	SCOLYMUS HISPANICUS
SCOLYMUS VIVAX WHOLE	SCOLYMUS HISPANICUS
SCOLYMUS CONGESTUS WHOLE	SCOLYMUS HISPANICUS
SCOLYMUS AGGREGATUS WHOLE	SCOLYMUS HISPANICUS
MYSCOLUS MICROCEPHALUS WHOLE	SCOLYMUS HISPANICUS
SCOLYMUS PERENNIS WHOLE	SCOLYMUS HISPANICUS
COMMON GOLDENTHISTLE WHOLE	SCOLYMUS HISPANICUS
SCOLYMUS HISPANICUS L.	SCOLYMUS HISPANICUS
SCOLYMUS HISPANICUS WHOLE	SCOLYMUS HISPANICUS
SCROPHULARIA AQUATICA WHOLE	SCROPHULARIA UMBROSA
SCROPHULARIA ALATA WHOLE	SCROPHULARIA UMBROSA
SCROPHULARIA NEESII WHOLE	SCROPHULARIA UMBROSA
GREEN FIGWORT WHOLE	SCROPHULARIA UMBROSA
SCROPHULARIA SAMARITANII WHOLE	SCROPHULARIA UMBROSA
SCROPHULARIA EHRHARTII WHOLE	SCROPHULARIA UMBROSA
SCROPHULARIA UMBROSA WHOLE	SCROPHULARIA UMBROSA
WATER FIGWORT WHOLE	SCROPHULARIA UMBROSA
WATER BETONY WHOLE	SCROPHULARIA UMBROSA
SCROPHULARIA UMBROSA DUMORT.	SCROPHULARIA UMBROSA
CASSIDA LATERIFLORA WHOLE	SCUTELLARIA LATERIFLORA
SKULLCAP [HOC]	SCUTELLARIA LATERIFLORA
SCUTELLARIA LATERIFLORA	SCUTELLARIA LATERIFLORA
SKULLCAP WHOLE	SCUTELLARIA LATERIFLORA
MAD DOG SKULLCAP WHOLE	SCUTELLARIA LATERIFLORA
SCUTELLARIA POLYBOTRYA WHOLE	SCUTELLARIA LATERIFLORA
VIRGINIAN SKULLCAP WHOLE	SCUTELLARIA LATERIFLORA
SCUTELLARIA LATERIFLORA [WHO-DD]	SCUTELLARIA LATERIFLORA
HOODWORT WHOLE	SCUTELLARIA LATERIFLORA
SCUTELLARIA LATERIFLORA L.	SCUTELLARIA LATERIFLORA
MAD-DOG SKULLCAP WHOLE	SCUTELLARIA LATERIFLORA
BLUE SKULLCAP WHOLE	SCUTELLARIA LATERIFLORA
SCUTELLARIA LATERIFLORA [HPUS]	SCUTELLARIA LATERIFLORA
SCUTELLARIA LATERIFLORA WHOLE	SCUTELLARIA LATERIFLORA
SENECIO OCHROLEUCUS WHOLE	SENECIO FISTULOSUS
SENECIO XANTHOCEPHALUS WHOLE	SENECIO FISTULOSUS
SENECIO FISTULOSUS WHOLE	SENECIO FISTULOSUS
SENECIO FISTULOSUS POEPP. EX LESS.	SENECIO FISTULOSUS
SENNA OBTUSA WHOLE	SENNA ITALICA
CASSIA PORTUREGALIS WHOLE	SENNA ITALICA
SENNA ITALICA WHOLE	SENNA ITALICA
CASSIA OBOVATA WHOLE	SENNA ITALICA
CASSIA JAHNII WHOLE	SENNA ITALICA
CASSIA LIGUSTRINA WHOLE	SENNA ITALICA
ITALIAN SENNA WHOLE	SENNA ITALICA
SENNA OBOVATA WHOLE	SENNA ITALICA
SENNA OBTUSATA WHOLE	SENNA ITALICA
PORT ROYAL SENNA WHOLE	SENNA ITALICA
SENNA ITALICA MILL.	SENNA ITALICA
CASSIA PORTUREGALENSIS WHOLE	SENNA ITALICA
CASSIA ARACHOIDES WHOLE	SENNA ITALICA
CASSIA BUCHANANII WHOLE	SENNA ITALICA
CASSIA OBTUSATA WHOLE	SENNA ITALICA
CASSIA ASCHREK WHOLE	SENNA ITALICA
CASSIA LUCIDA WHOLE	SENNA ITALICA
SENNA ITALICA [WHO-DD]	SENNA ITALICA
CASSIA OBTUSA WHOLE	SENNA ITALICA
CASSIA ITALICA WHOLE	SENNA ITALICA
SICKLE-POD SENNA (SENNA OBTUSIFOLIA) [HOC]	SENNA OBTUSIFOLIA
SENNA OBTUSIFOLIA [WHO-DD]	SENNA OBTUSIFOLIA
SENNA OBTUSIFOLIA (L.) H.S.IRWIN & BARNEBY	SENNA OBTUSIFOLIA
SENNA OBTUSIFOLIA WHOLE	SENNA OBTUSIFOLIA
CASSIA ROGEONII WHOLE	SENNA OBTUSIFOLIA
CASSIA OBTUSIFOLIA WHOLE	SENNA OBTUSIFOLIA
CASSIA TOROIDES WHOLE	SENNA OBTUSIFOLIA
SENNA TOROIDES WHOLE	SENNA OBTUSIFOLIA
JAVA-BEAN WHOLE	SENNA OBTUSIFOLIA
EMELISTA OBTUSIFOLIA WHOLE	SENNA OBTUSIFOLIA
SENNA OCCIDENTALIS (L.) LINK	SENNA OCCIDENTALIS
DITREMEXA FETIDA WHOLE	SENNA OCCIDENTALIS
DITREMEXA OCCIDENTALIS WHOLE	SENNA OCCIDENTALIS
SENNA ORIENTALIS WHOLE	SENNA OCCIDENTALIS
CASSIA GLAUCESCENS WHOLE	SENNA OCCIDENTALIS
CASSIA CILIATA WHOLE	SENNA OCCIDENTALIS
CASSIA OCCIDENTALIS WHOLE	SENNA OCCIDENTALIS
SENNA OCCIDENTALIS	SENNA OCCIDENTALIS
SEPTICWEED WHOLE	SENNA OCCIDENTALIS
DITREMEXA CAROLINIANA WHOLE	SENNA OCCIDENTALIS
MOGDAD COFFEE WHOLE	SENNA OCCIDENTALIS
FOETID CASSIA WHOLE	SENNA OCCIDENTALIS
PSILORHEGMA PLANISILIQUA WHOLE	SENNA OCCIDENTALIS
CASSIA FALCATA WHOLE	SENNA OCCIDENTALIS
CASSIA MACRADENIA WHOLE	SENNA OCCIDENTALIS
COFFEE SENNA [HOC]	SENNA OCCIDENTALIS
CASSIA PAPULOSA WHOLE	SENNA OCCIDENTALIS
CASSIA PLUMIERI WHOLE	SENNA OCCIDENTALIS
CASSIA CAROLINIANA WHOLE	SENNA OCCIDENTALIS
COFFEE SENNA WHOLE	SENNA OCCIDENTALIS
SENNA OCCIDENTALIS [WHO-DD]	SENNA OCCIDENTALIS
FEDEGOSO WHOLE	SENNA OCCIDENTALIS
CASSIA PLANISILIQUA WHOLE	SENNA OCCIDENTALIS
STINKING WEED WHOLE	SENNA OCCIDENTALIS
NEGRO-COFFEE WHOLE	SENNA OCCIDENTALIS
SENNA OCCIDENTALIS WHOLE	SENNA OCCIDENTALIS
DIALLOBUS FALCATUS WHOLE	SENNA OCCIDENTALIS
ANTBUSH WHOLE	SENNA OCCIDENTALIS
CASSIA OBLIQUIFOLIA WHOLE	SENNA OCCIDENTALIS
STYPTIC WEED WHOLE	SENNA OCCIDENTALIS
DIGLOSSOPHYLLUM SERRULATUM WHOLE	SERENOA REPENS
BRAHEA SERRULATA WHOLE	SERENOA REPENS
CORYPHA REPENS WHOLE	SERENOA REPENS
CORYPHA OBLIQUA WHOLE	SERENOA REPENS
CHAMAEROPS SERRULATA WHOLE	SERENOA REPENS
SAW PALMETTO [HOC]	SERENOA REPENS
SABAL SERRULATA WHOLE	SERENOA REPENS
SERENOA REPENS [WHO-DD]	SERENOA REPENS
SERENOA SERRULATA WHOLE	SERENOA REPENS
SAW PALMETTO WHOLE	SERENOA REPENS
SERENOA REPENS WHOLE	SERENOA REPENS
SERENOA REPENS (W.BARTRAM) SMALL	SERENOA REPENS
SESAMUM WHOLE	SESAMUM RADIATUM
SESAMUM RADIATUM WHOLE	SESAMUM RADIATUM
SESAMUM CAILLEI WHOLE	SESAMUM RADIATUM
SESAMUM TALBOTII WHOLE	SESAMUM RADIATUM
SESAMUM RADIATUM SCHUMACH. & THONN.	SESAMUM RADIATUM
SESAMOPTERIS RADIATA WHOLE	SESAMUM RADIATUM
SESBANIA SESBAN WHOLE	SESBANIA SESBAN
COMMON SESBAN WHOLE	SESBANIA SESBAN
AESCHYNOMENE ELONGATA WHOLE	SESBANIA SESBAN
SESBAN [HOC]	SESBANIA SESBAN
CORONILLA PICTA WHOLE	SESBANIA SESBAN
SESBAN AEGYPTIACA WHOLE	SESBANIA SESBAN
EGYPTIAN RATTLE POD WHOLE	SESBANIA SESBAN
SESBANIA TCHADICA WHOLE	SESBANIA SESBAN
EGYPTIAN RIVERHEMP WHOLE	SESBANIA SESBAN
AESCHYNOMENE SUYMENTA WHOLE	SESBANIA SESBAN
EGYPTIAN SESBAN WHOLE	SESBANIA SESBAN
SESBAN AEGYPTIACUS WHOLE	SESBANIA SESBAN
SESBANIA SESBAN [WHO-DD]	SESBANIA SESBAN
SESBANIA AEGYPTIACA WHOLE	SESBANIA SESBAN
EMERUS SESBAN WHOLE	SESBANIA SESBAN
SESBANIA SESBAN (L.) MERR.	SESBANIA SESBAN
JAYANTI WHOLE	SESBANIA SESBAN
DOLICHOS AESCHYNOME-SESBAN WHOLE	SESBANIA SESBAN
CORONILLA SESBAN WHOLE	SESBANIA SESBAN
SESBANIA CONFALONIANA WHOLE	SESBANIA SESBAN
AESCHYNOMENE PICTA WHOLE	SESBANIA SESBAN
SESBAN WHOLE	SESBANIA SESBAN
AESCHYNOMENE SESBAN WHOLE	SESBANIA SESBAN
ATHAMANTA PUBESCENS WHOLE	SESELI LIBANOTIS
LIBANOTIS ATHAMANTICA WHOLE	SESELI LIBANOTIS
LIBANOTIS ATHAMANTOIDES WHOLE	SESELI LIBANOTIS
