FAERS_drug_match,lookup_value
CRANBERRY AZO BLADDER CONTROL,Vaccinium macrocarpon
CRANBERRY BENEFITS,Vaccinium macrocarpon
CRANBERRY BERCO,Vaccinium macrocarpon
"CRANBERRY BERCO (ASCORBIC ACID , VACCINIUM MACROCARPON)",Vaccinium macrocarpon
"CRANBERRY BERCO (ASCORBIC ACID, VACCINIUM MACROCARPON)",Vaccinium macrocarpon
CRANBERRY BLAAS CMN CAPSULE,Vaccinium macrocarpon
CRANBERRY BLADDER CAPSULE,Vaccinium macrocarpon
CRANBERRY CAP,Vaccinium macrocarpon
CRANBERRY CAP PLUS C,Vaccinium macrocarpon
CRANBERRY CAPAUL,Vaccinium macrocarpon
CRANBERRY CAPLET,Vaccinium macrocarpon
CRANBERRY CAPLETS,Vaccinium macrocarpon
CRANBERRY CAPS,Vaccinium macrocarpon
CRANBERRY CAPS (MULTIVITAMIN AND MINERAL SUPPLEMENT),Vaccinium macrocarpon
CRANBERRY CAPSULE,Vaccinium macrocarpon
CRANBERRY CAPSULE (VACCINIUM MACROCARPON),Vaccinium macrocarpon
"CRANBERRY CAPSULE, 1000MG",Vaccinium macrocarpon
CRANBERRY CAPSULES,Vaccinium macrocarpon
CRANBERRY CAPSULES W/ PREBIOTIC AND PROBIOTIC,Vaccinium macrocarpon
CRANBERRY CAPUSLE,Vaccinium macrocarpon
CRANBERRY CHEW,Vaccinium macrocarpon
CRANBERRY CHEW TAB,Vaccinium macrocarpon
CRANBERRY CHEWABLES,Vaccinium macrocarpon
CRANBERRY CHEWS,Vaccinium macrocarpon
CRANBERRY COMPLEX,Vaccinium macrocarpon
CRANBERRY CONC-ASCORBIC ACID ORAL,Vaccinium macrocarpon
CRANBERRY CONC.,Vaccinium macrocarpon
CRANBERRY CONC/ASCORBIC ACID,Vaccinium macrocarpon
CRANBERRY CONCA-ASCORBIC ASCID,Vaccinium macrocarpon
CRANBERRY CONCENTRATE              /01512301/,Vaccinium macrocarpon
CRANBERRY CONCENTRATE              /08793201/,Vaccinium macrocarpon
CRANBERRY CONCENTRATE CAPSULES,Vaccinium macrocarpon
CRANBERRY CONCENTRATE EXTRACT,Vaccinium macrocarpon
CRANBERRY CONCENTRATE ORAL,Vaccinium macrocarpon
CRANBERRY CONCENTRATE TABS,Vaccinium macrocarpon
CRANBERRY CONCENTRATE [ASCORBIC ACID;VACCINIU,Vaccinium macrocarpon
CRANBERRY CONCENTRATE [ASCORBIC ACID;VACCINIUM MACROCARPON FRUIT],Vaccinium macrocarpon
CRANBERRY CONCENTRATE [VACCINIUM MACROCARPON],Vaccinium macrocarpon
CRANBERRY CONCENTRATED PILL,Vaccinium macrocarpon
CRANBERRY CONCENTRATES,Vaccinium macrocarpon
CRANBERRY CONCENTRATION/VITAMIN C,Vaccinium macrocarpon
CRANBERRY CONE C BACCILUS,Vaccinium macrocarpon
CRANBERRY CONTENTRATE,Vaccinium macrocarpon
CRANBERRY CR,Vaccinium macrocarpon
CRANBERRY DO TERRA: GX ASSIST,Vaccinium macrocarpon
CRANBERRY DRAG,Vaccinium macrocarpon
CRANBERRY DRUG,Vaccinium macrocarpon
CRANBERRY EXCTRACT,Vaccinium macrocarpon
CRANBERRY EXRACT,Vaccinium macrocarpon
CRANBERRY EXRTRACT,Vaccinium macrocarpon
CRANBERRY EXT,Vaccinium macrocarpon
CRANBERRY EXTRA,Vaccinium macrocarpon
CRANBERRY EXTRACT (HERBAL PREPARATION),Vaccinium macrocarpon
CRANBERRY EXTRACT VACCINIUM OXYCOCCUS FRUIT EXTRACT),Vaccinium macrocarpon
CRANBERRY EXTRACT [VACCINIUM OXYCOCCOS FRUIT EXTRACT],Vaccinium macrocarpon
CRANBERRY EXTRACTE,Vaccinium macrocarpon
CRANBERRY EXTRACTS,Vaccinium macrocarpon
CRANBERRY EXTRAKT,Vaccinium macrocarpon
CRANBERRY FRUIT (ALL OTHER THERAPEUTIC PRODUCTS),Vaccinium macrocarpon
CRANBERRY FRUIT 2 CONCENTRATE,Vaccinium macrocarpon
CRANBERRY FRUIT CAPSULE,Vaccinium macrocarpon
CRANBERRY FRUIT CAPSULES,Vaccinium macrocarpon
CRANBERRY FRUIT CON WITH VITAMIN C + E (ALL OTHER NON-THERAPEUTIC PROD,Vaccinium macrocarpon
CRANBERRY FRUIT CONCENTRATE,Vaccinium macrocarpon
CRANBERRY FRUIT CONCENTRATE WITH VITAMIN C AND E,Vaccinium macrocarpon
CRANBERRY FRUIT EXTRACT,Vaccinium macrocarpon
CRANBERRY FRUIT PILLS,Vaccinium macrocarpon
CRANBERRY FRUIT PLUS VITAMIN C,Vaccinium macrocarpon
CRANBERRY FRUIT PO,Vaccinium macrocarpon
CRANBERRY FRUIT SUPPLEMENT,Vaccinium macrocarpon
CRANBERRY FRUIT WITH VITAMIN C,Vaccinium macrocarpon
CRANBERRY FRUT DRUG,Vaccinium macrocarpon
CRANBERRY GEL,Vaccinium macrocarpon
CRANBERRY GEL CAPS,Vaccinium macrocarpon
CRANBERRY GELTABS,Vaccinium macrocarpon
CRANBERRY GUMMIES,Vaccinium macrocarpon
CRANBERRY HIGHLY CONCENTRATE,Vaccinium macrocarpon
CRANBERRY JUICE (VACCINIUM MACROCARPON),Vaccinium macrocarpon
CRANBERRY JUICE (VACCINUM MACROCARPON,Vaccinium macrocarpon
CRANBERRY JUICE CONCENTRATE,Vaccinium macrocarpon
CRANBERRY JUICE [VACCINIUM MACROCARPON JUICE],Vaccinium macrocarpon
CRANBERRY JUNEK CAPSULES,Vaccinium macrocarpon
CRANBERRY KRING CAPS,Vaccinium macrocarpon
CRANBERRY LOZENGES,Vaccinium macrocarpon
CRANBERRY MACROCARPON),Vaccinium macrocarpon
CRANBERRY MEDICATION (VACCINIUM MACROCARPON),Vaccinium macrocarpon
CRANBERRY NS,Vaccinium macrocarpon
CRANBERRY NS (VACCINUM MACROCARPON),Vaccinium macrocarpon
CRANBERRY ORAL TABLET,Vaccinium macrocarpon
CRANBERRY PILL,Vaccinium macrocarpon
CRANBERRY PILL (GENERAL NUTRIENTS),Vaccinium macrocarpon
CRANBERRY PILL (VACCINIUM MACROCARPON),Vaccinium macrocarpon
CRANBERRY PILL WITH VITAMIN D IN IT,Vaccinium macrocarpon
CRANBERRY PILL(S),Vaccinium macrocarpon
CRANBERRY PILLS (CRANBERRY PILLS),Vaccinium macrocarpon
CRANBERRY PILLS (NATURE'S BOUNTY),Vaccinium macrocarpon
CRANBERRY PILLS (VACCINIUM MACROCARPON),Vaccinium macrocarpon
CRANBERRY PILLS OTC,Vaccinium macrocarpon
CRANBERRY PLUS,Vaccinium macrocarpon
CRANBERRY PLUS C,Vaccinium macrocarpon
CRANBERRY PLUS VIITAMIN C,Vaccinium macrocarpon
CRANBERRY PLUS VIT C,Vaccinium macrocarpon
CRANBERRY PLUS VITAMIN C,Vaccinium macrocarpon
CRANBERRY PLUS [JUNIPERUS COMMUNIS;VACCINIUM MACROCARPON],Vaccinium macrocarpon
CRANBERRY PO,Vaccinium macrocarpon
CRANBERRY POTION,Vaccinium macrocarpon
CRANBERRY POWDER,Vaccinium macrocarpon
CRANBERRY POWDER CAPSULES  (CRANBERRY POWDER CAPSULES) CAPSULE,Vaccinium macrocarpon
CRANBERRY POWER CAPS 425MG,Vaccinium macrocarpon
CRANBERRY PROBIOTIC,Vaccinium macrocarpon
CRANBERRY PROBIOTIC PILLS,Vaccinium macrocarpon
CRANBERRY S GR,Vaccinium macrocarpon
CRANBERRY SACHE,Vaccinium macrocarpon
CRANBERRY SAUCE,Vaccinium macrocarpon
CRANBERRY SOFT,Vaccinium macrocarpon
CRANBERRY SOFT GEL,Vaccinium macrocarpon
CRANBERRY SOFT GELS,Vaccinium macrocarpon
CRANBERRY SOFTGEL,Vaccinium macrocarpon
CRANBERRY SOFTGELS,Vaccinium macrocarpon
CRANBERRY SQ CAP,Vaccinium macrocarpon
CRANBERRY STANDISIZED,Vaccinium macrocarpon
CRANBERRY SUP,Vaccinium macrocarpon
CRANBERRY SUPER STRENGTH,Vaccinium macrocarpon
CRANBERRY SUPPLEMENT,Vaccinium macrocarpon
CRANBERRY SUPPLEMENT (VACCINIUM MACROCARPON),Vaccinium macrocarpon
CRANBERRY SUPPLEMENT/VITAMIN C,Vaccinium macrocarpon
CRANBERRY SUPPLEMENTS,Vaccinium macrocarpon
CRANBERRY SUPPLIMENT,Vaccinium macrocarpon
CRANBERRY SUPPLMENT,Vaccinium macrocarpon
CRANBERRY SUPPOSITORY,Vaccinium macrocarpon
CRANBERRY SUPPS,Vaccinium macrocarpon
CRANBERRY TAB,Vaccinium macrocarpon
CRANBERRY TABLET,Vaccinium macrocarpon
CRANBERRY TABLET (CRANBERRY),Vaccinium macrocarpon
CRANBERRY TABLET (VACCINIUM MACROCARPON),Vaccinium macrocarpon
CRANBERRY TABLETS,Vaccinium macrocarpon
CRANBERRY TABLETS (CRANBERRY),Vaccinium macrocarpon
CRANBERRY TABLETS (VACCINIUM MACROCARPON),Vaccinium macrocarpon
CRANBERRY TABLETS FOLIC ACID,Vaccinium macrocarpon
CRANBERRY TABLETS WITH VITAMIN C,Vaccinium macrocarpon
CRANBERRY TABLETS.,Vaccinium macrocarpon
CRANBERRY TABS,Vaccinium macrocarpon
CRANBERRY TRIPLE STRENGTH,Vaccinium macrocarpon
CRANBERRY TRIPLE STRENGTH WITH VITAMIN C,Vaccinium macrocarpon
CRANBERRY URINARY TRACT SUPPLEMENT,Vaccinium macrocarpon
CRANBERRY VITAMIN C,Vaccinium macrocarpon
CRANBERRY VITAMIN C VITAMIN E,Vaccinium macrocarpon
CRANBERRY VITMAINS,Vaccinium macrocarpon
CRANBERRY W D-MANNOSE,Vaccinium macrocarpon
CRANBERRY WITH C,Vaccinium macrocarpon
CRANBERRY WITH E,Vaccinium macrocarpon
CRANBERRY WITH VIT C,Vaccinium macrocarpon
CRANBERRY WITH VIT. C AND VIT. D,Vaccinium macrocarpon
CRANBERRY WITH VITAMIN C,Vaccinium macrocarpon
CRANBERRY WITH VITAMIN C EXTRACT,Vaccinium macrocarpon
CRANBERRY WITH VITAMIN D,Vaccinium macrocarpon
CRANBERRY [ASCORBIC ACID;VACCINIUM MACROCARPON],Vaccinium macrocarpon
CRANBERRY [ASCORBIC ACID;VACCINIUM SPP.],Vaccinium macrocarpon
CRANBERRY [CARTHAMUS TINCTORIUS;VACCINIUM MACROCARPON],Vaccinium macrocarpon
CRANBERRY [VACCINIUM MACROCARPON,Vaccinium macrocarpon
CRANBERRY [VACCINIUM MACROCARPON DRY JUICE],Vaccinium macrocarpon
CRANBERRY [VACCINIUM MACROCARPON FRUIT],Vaccinium macrocarpon
CRANBERRY [VACCINIUM MACROCARPON],Vaccinium macrocarpon
CRANBERRY [VACCINIUM SPP. FRUIT],Vaccinium macrocarpon
CRANBERRY [VACCINIUM SPP.FRUIT],Vaccinium macrocarpon
CRANBERRY [VACCINIUM SPP.],Vaccinium macrocarpon
CRANBERRY [VACCINIUM SPP],Vaccinium macrocarpon
CRANBERRY(VACCINIUM OXYCOCCUS FRUIT EXTRACT),Vaccinium macrocarpon
CRANBERRY+,Vaccinium macrocarpon
CRANBERRY+ VITAMIN C AND E,Vaccinium macrocarpon
CRANBERRY+VIT C,Vaccinium macrocarpon
CRANBERRY+VITAMIN C,Vaccinium macrocarpon
"CRANBERRY, D-MANNOSE",Vaccinium macrocarpon
"CRANBERRY, DILTIAZEM, FENOFIBRATE",Vaccinium macrocarpon
CRANBERRY-PROBIOTIC,Vaccinium macrocarpon
CRANBERRY-PROBIOTICS-VITAMIN C,Vaccinium macrocarpon
CRANBERRY-VIT C,Vaccinium macrocarpon
CRANBERRY-VITAMIN C,Vaccinium macrocarpon
CRANBERRY/ VITAMIN C/VITAMIN E,Vaccinium macrocarpon
CRANBERRY//VACCINIUM MACROCARPON,Vaccinium macrocarpon
CRANBERRY/01512301,Vaccinium macrocarpon
CRANBERRY/01512301/(VACCINIUM MACROCARPON),Vaccinium macrocarpon
CRANBERRY/CAP VIT C,Vaccinium macrocarpon
CRANBERRY/D3,Vaccinium macrocarpon
CRANBERRY/PROBIOTIC,Vaccinium macrocarpon
CRANBERRY/PROBIOTICS,Vaccinium macrocarpon
CRANBERRY/VACCINIUM MACROCARPON,Vaccinium macrocarpon
CRANBERRY/VIT C,Vaccinium macrocarpon
CRANBERRY/VITAMIN C,Vaccinium macrocarpon
CRANBERRY/VITAMIN C/VITAMIN E,Vaccinium macrocarpon
CRANBERRY?PROBIOTIC,Vaccinium macrocarpon
CRANBERRY?VITAMIN C,Vaccinium macrocarpon
CRANBERRYBIDINI,Vaccinium macrocarpon
CRANBERRYNE,Vaccinium macrocarpon
CRANBERRYPILLEN,Vaccinium macrocarpon
CRANBERRYSAN,Vaccinium macrocarpon
CRANBERRYTABLETS,Vaccinium macrocarpon
CRANBERRY[VACCINIUM MACROCARPON],Vaccinium macrocarpon
CRANBERRY\ASCORBIC ACID,Vaccinium macrocarpon
CRANBERY,Vaccinium macrocarpon
CRANBURY,Vaccinium macrocarpon
CRANDBERRY,Vaccinium macrocarpon
CRANNBERRY,Vaccinium macrocarpon
D-MANNOSE + CRANBERRY,Vaccinium macrocarpon
D-MANNOSE W/CRANBERRY + DANDELION EXTRACT,Vaccinium macrocarpon
ELLURA CRANBERRY CAPSULES,Vaccinium macrocarpon
EQL CRANBERRY,Vaccinium macrocarpon
ESTER-C WITH CRANBERRY,Vaccinium macrocarpon
GARDEN OF LIFE URINARY + (PROBIOTIC/CRANBERRY EXTRACT),Vaccinium macrocarpon
GNP CRANBERRY,Vaccinium macrocarpon
GRANBERRY,Vaccinium macrocarpon
GREENS AND CRANBERRY,Vaccinium macrocarpon
NATURE MADE SUPER STRENGTH CRANBERRY,Vaccinium macrocarpon
NATURE'S BOUNTY CRANBERRY PILL,Vaccinium macrocarpon
NATURE'S BOUNTY TRIPLE STRENGTH CRANBERRY,Vaccinium macrocarpon
NATURES BOUNTY CRANBERRY,Vaccinium macrocarpon
NATURES BOUNTY CRANBERRY PLUS C,Vaccinium macrocarpon
NATURES BOUNTY CRANBERRY-THERAPY,Vaccinium macrocarpon
ONE CRANBERRY  PILL,Vaccinium macrocarpon
ONE DAILY MENS MULTIVATIMINS  + CRANBERRY,Vaccinium macrocarpon
OTC CRANBERRY,Vaccinium macrocarpon
OTHER SPECIFIC MEDICATION (CRANBERRY CAPSULES),Vaccinium macrocarpon
OVER THE COUNTER CRANBERRY PILLS,Vaccinium macrocarpon
PRIOBIOTICS - CRANBERRY PILLS,Vaccinium macrocarpon
RA CRANBERRY,Vaccinium macrocarpon
RED CRANBERRY (UNK INGREDIENTS),Vaccinium macrocarpon
SUPER CRANBERRY,Vaccinium macrocarpon
SUPPLEMENT WITH CRANBERRY,Vaccinium macrocarpon
THERACRAN (CONCENTRATED CRANBERRY),Vaccinium macrocarpon
THERALOGIX CRANBERRY,Vaccinium macrocarpon
TRANS CRANBERRY,Vaccinium macrocarpon
TRANS CRANBERRY TABLET,Vaccinium macrocarpon
TRIPLE STRENGTH CRANBERRY PILLS,Vaccinium macrocarpon
TRUNATURE CRANBERRY,Vaccinium macrocarpon
TRUS NATURE CRANBERRY PILLS,Vaccinium macrocarpon
UHE RED YEAST RICE CRANBERRY,Vaccinium macrocarpon
ULTRA CRANBERRY,Vaccinium macrocarpon
UNSPECIFIED CRANBERRY PILL,Vaccinium macrocarpon
UROVIT CRANBERRY,Vaccinium macrocarpon
VITAMIN C AND E (CRANBERRY CONCENTRATE),Vaccinium macrocarpon
VITAMIN C-VITAMIN E (CRANBERRY CONCENTRATE),Vaccinium macrocarpon
VITAMIN C-VITAMIN E -CRANBERRY CONCENTRATE,Vaccinium macrocarpon
VITAMIN C/CRANBERRY,Vaccinium macrocarpon
VITAMIN CRANBERRY,Vaccinium macrocarpon
VITAMIN E/LUTEIN/CRANBERRY,Vaccinium macrocarpon
CRABERRY (VACCINIUM MACROCARPON),Vaccinium macrocarpon
CANBERRY TAB,Vaccinium macrocarpon
VACCINIUM MACROCARPON FRUIT JUICE,Vaccinium macrocarpon
VACCINIUM MACROCARPON FRUIT,Vaccinium macrocarpon
VACCINIUM MACROCARPON/ASCORBIC ACID,Vaccinium macrocarpon
VACCINIUM MACROCARPON,Vaccinium macrocarpon
VACCINIUM MACROCARPON/VITAMIN C,Vaccinium macrocarpon
VACCINIUM MACROCARPON/ZINC,Vaccinium macrocarpon
VACCINIUMM ACROCARPON,Vaccinium macrocarpon
VACCINIUM MYRTILLUS FRUIT,Vaccinium macrocarpon
EFANOL EVENING PRIM ROSE OIL,Oenothera biennis
EVENING PRIMROSE OLD,Oenothera biennis
AFEMOL,Oenothera biennis
EFAMOL,Oenothera biennis
EFAMOL                             /00986101/,Oenothera biennis
"EFAMOL (OENOTHERA BIENNIS, TOCOPHERYL ACETATE)",Oenothera biennis
EVENING PRIM ROSE OIL,Oenothera biennis
EVENING PRIMEROSE OIL,Oenothera biennis
EVENING PRIMOSE OIL,Oenothera biennis
EVENING PRIMPROSE OIL,Oenothera biennis
EVENING PRMROSE OIL,Oenothera biennis
EVENINIG PRIMROSE OIL,Oenothera biennis
PRIMROSE EXTRACT,Oenothera biennis
"EFALEX (EVENING PRIMROSE OIL, OENOTHERA BIENNIS OIL, OMEGA-3 MARINE TR",Oenothera biennis
EQL EVENINNG PRIMEROSE OIL,Oenothera biennis
EVENING PRIM ROSE,Oenothera biennis
EVENING PRIME ROSE OIL,Oenothera biennis
EVENING PRIMEROSE,Oenothera biennis
EVENING PRIMOSE,Oenothera biennis
EVENING PRIMROS,Oenothera biennis
EVENING PRIMROSE OIL (GAMOLENIC ACID),Oenothera biennis
EVENING PRIMROSE OIL (GAMOLENIC ACID) CAPSULE,Oenothera biennis
EVENING PRIMROSE OIL (ODENOTHERA BIENNIS OIL),Oenothera biennis
EVENING PRIMROSE OIL (OENOTHERA BIENNIS OIL),Oenothera biennis
EVENING PRIMROSE OIL (OENOTHERA BIENNIS OIL) (TA),Oenothera biennis
EVENING PRIMROSE OIL 1 GM + LA + GLA FIBER CAPSULES,Oenothera biennis
EVENING PRIMROSE OIL [OENOTHERA BIENNIS OIL],Oenothera biennis
SEVEN SEAS ONE A DAY PURE COD LIVER OIL PLUS EVENING PRIMROSE OIL,Oenothera biennis
TESCO HIGH STRENGHT EVENING PRIMROSE OIL,Oenothera biennis
EVENING PROMISE OIL,Oenothera biennis
EVENING PRIMEROSE OIL MULTI-DAY,Oenothera biennis
EVENING PRIMOSE OIL (OENOTHERA BIENNIS OIL),Oenothera biennis
EVENING PRIMROSE       (OENOTHERA BIENNIS OIL),Oenothera biennis
EVENING PRIMROSE (OENOTHERA BIENNIS OIL),Oenothera biennis
NAUDICELLE OENOTHERA BIENNIS OIL,Oenothera biennis
"NAUDICELLE PLUS (OENOTHERA BIENNIS OIL, TOCOPHEROLS MIXED, TOCOPHERYL ACETATE)",Oenothera biennis
NAUDICELLE [OENOTHERA BIENNIS OIL;TOCOPHEROL],Oenothera biennis
NAUDICELLE [OENOTHERA BIENNIS OIL],Oenothera biennis
OENOTHERA OIL,Oenothera biennis
OMEGA 3 6 9 [FISH OIL;LINUM USITATISSIMUM SEED OIL;OENOTHERA BIENNIS O,Oenothera biennis
OMEGA 3 6 9 [FISH OIL;OENOTHERA BIENNIS OIL;PERILLA SPP. OIL],Oenothera biennis
OMEGA 3 6 9 [LINUM USITATISSIMUM OIL;OENOTHERA BIENNIS OIL;SALMON OIL],Oenothera biennis
"PREVELIP (CUCURBITA PEPO OIL, LINUM USITATISSMUM OIL OIL, OENOTHERA BIENNISOIL, RIBES NIGRUM OIL, BRASSICA CAMPESTRIS OIL) (CUCURBITA PEPO OIL, LINUM USITATISSIMUM OIL, OENOTHERA BIENNIS OIL, RIBES NIGRUM OIL, BRASSICA CAMPESTRIS OIL)",Oenothera biennis
PRIMROSE OIL (OENOTHERA BIENNIS OIL),Oenothera biennis
"TOCOPHERYL ACETATE, TOCOPHEROLS MIXED, OENOTHERA BIENNIS OIL",Oenothera biennis
"WOMEN'S MULTI (ASCORBIC ACID, BETACAROTENE, BIOTIN, CALCIUM AMINO ACID CHELATE, CALCIUM PANTOTHENATE, CHROMIUM AMINO ACID CHELATE, COPPER AMINO ACID CHELATE, CYANOCOBALAMIN, EQUISETUM ARVENSE STEM, FERROUS FUMARATE, FOLIC ACID, LAMINARIA DIGITATA POWDER, MAGNESIUM OXIDE, MANGANESE AMINO ACID CHELATE, NICOTINAMIDE, OENOTHERA BIENNIS OIL, POTASSIUM AMINO ACID CHELATE, PYRIDOXINE HYDROCHLORIDE, RIBOFLAVIN, SELENIUM AMINO ACID CHELATE, THIAMINE MONONITRATE, ZINC AMINO ACID CHELATE)",Oenothera biennis
"WOMEN'S MULTI (ASCORBIC ACID, BETACAROTENE, BIOTIN, CALCIUM AMINO ACID CHELATE, CALCIUM PANTOTHENATE, CHROMIUM AMINO ACID CHELATE, COPPER AMINO ACID CHELATE, CYANOCOBALAMIN, EQUISETUM ARVENSE STEM, FERROUS FUMARATE, FOLIC ACID, LAMINARIA DIGITATA POWDER, MAGNESIUM OXIDE, MANGANESE AMINO ACID CHELATE, NICOTINAMIDE, OENOTHERA BIENNIS OIL, POTASSIUM AMINO ACID CHELATE, PYRIDOXINE HYDROCHLORIDE, RIBOFLAVIN, SELENIUM AMINO ACID CHELATE, THIAMINE MONONITRATE, ZINC AMINO ACID CHELATE) TABLET",Oenothera biennis
"WOMEN'S MULTI (CALCIUM AMINO ACID CHELATE, CALCIUM PANTOTHENATE, NICOTINAMIDE, CHROMIUM AMINO ACID CHELATE,BIOTIN,FOLIC ACID,LAMINARIA DIGITATA POWDER,SELENIUM AMINO ACID CHELATE,THIAMINE MONONITRATE,MANGANESE AMINO ACID CHELATE,PYRIDOXINE HYDROCHLORIDE,BETACAROTENE,FERROUS FUMARATE,RIBOFLAVIN,POTASSIUM AMINO ACID CHELATE,ZINC AMINO ACID CHELATE,OENOTHERA BIENNIS OIL,EQUISETUM ARVENSE STEM,ASCORBIC ACID,COPPER AMINO ACID CHELATE,MAGNESIUM OXIDE,CYANO0OBALAMIN) UNKNOWN",Oenothera biennis
OENOTHERA,Oenothera biennis
PRIMROSE OIL ADVANCED,Oenothera biennis
PRIMROSE OIL CAP,Oenothera biennis
PRIMROSE OIL CAPS,Oenothera biennis
PRIMROSE OIL CAPSULE,Oenothera biennis
PRIMROSE OIL CRANBERR,Oenothera biennis
ALLIUM SATIVUM BULB,Allium sativum
"ALLIGOA (ALLIUM SATIVUM, ALLIUM SATIVUM EXTRACT, CRATAEGUS EXTRACT, CR",Allium sativum
ALLIUM SATIVUM,Allium sativum
ALLIUM SATIVUM (DIETARY SUPPLEMENT\HERBALS),Allium sativum
ALLIUM SATIVUM (GARLICIN CARDIO),Allium sativum
ALLIUM SATIVUM (ODORLESS GARLIC EXTRACT),Allium sativum
ALLIUM SATIVUM EXTRACT,Allium sativum
ALLIUM SATIVUM EXTRACT (ALLIUM SATIVUM EXTRACT),Allium sativum
ALLIUM SATIVUM OIL,Allium sativum
ALLIUM SATIVUM W/BEESWAX/GLYCINE MAX OIL,Allium sativum
ALLIUM SATIVUM(ALLIUM SATIVUM),Allium sativum
"ALLIUM SATIVUM, ASCORBIC ACID, CALCIUM PANTOTHENATE, CYANOCOBALAMIN, N",Allium sativum
ALLIUM SATIVUM/ALPHA TOCOPHEROL/ASCORBIC ACID/BIOTIN/CALCIUM/CAMELLIA,Allium sativum
ALLIUM SATIVUM/CAPSICUM ANNUUM/CRATAEGUS SPP./VACCINIUM MYRTILLUS/ZINGIBER OFFICINALE,Allium sativum
ALLIUM SATIVUM/VACCINIUM MYRTILLUS/ZINGIBER OFFICINALE/CAPSICUM ANNUUM/CRATAEGUS SPP.,Allium sativum
ALLIUM SATIVUM;ASCORBIC ACID;CALCIUM PANTOTHENATE;CYANOCOBALAMIN;NICOT,Allium sativum
ALLIUM SATIVUM;ASCORBIC ACID;CAROTENOIDS NOS;CHROMIUM;COPPER;FOLIC ACI,Allium sativum
COLD?EEZE [ALLIUM SATIVUM;ECHINACEA SPP.],Allium sativum
"FOOD - PLANT SOURCE, GARLIC, ALLIUM SATIVUM",Allium sativum
GARLIC           (ALLIUM SATIVUM),Allium sativum
GARLIC  /01570501/ (ALLIUM SATIVUM),Allium sativum
GARLIC ( ALLIUM SATIVUM),Allium sativum
GARLIC (ALLIUM SATIVUM),Allium sativum
GARLIC (ALLIUM SATIVUM) OIL,Allium sativum
GARLIC (ALLIUM SATIVUM) PILL (EXCEPT TABLETS),Allium sativum
GARLIC (ALLIUM SATIVUM) UNKNOWN,Allium sativum
GARLIC + PARSLEY [ALLIUM SATIVUM OIL;PETROSELINUM CRISPUM OIL],Allium sativum
GARLIC + PARSLEY [ALLIUM SATIVUM OIL;PETROSELINUM CRISPUM],Allium sativum
GARLIC + PARSLEY [ALLIUM SATIVUM;CHLOROPHYLL;PETROSELINUM CRISPUM],Allium sativum
GARLIC /01570501/ (ALLIUM SATIVUM),Allium sativum
GARLIC ALLIUM SATIVUM,Allium sativum
GARLIC EXTRACT (ALLIUM SATIVUM),Allium sativum
GARLIC EXTRACT [ALLIUM SATIVUM BULB],Allium sativum
GARLIC OIL (ALLIUM SATIVUM OIL),Allium sativum
GARLIC OIL (ALLIUM SATIVUM OIL) (CAPSULES),Allium sativum
GARLIC OIL (ALLIUM SATIVUM OIL) (TABLETS),Allium sativum
GARLIC OIL ESSENETIAL (ALLIUM SATIVUM),Allium sativum
GARLIC PILL (ALLIUM SATIVUM),Allium sativum
GARLIC SOFT GEL 9ALLIUM SATIVUM),Allium sativum
GARLIC TABLETS (ALLIUM SATIVUM),Allium sativum
GARLIC [ALLIUM SATIVUM BULB],Allium sativum
GARLIC [ALLIUM SATIVUM OIL],Allium sativum
GARLIC//ALLIUM SATIVUM,Allium sativum
GARLIX [ALLIUM SATIVUM],Allium sativum
HELIX [ALLIUM SATIVUM;ARTEMISIA ABSINTHIUM;CUCURBITA PEPO;JUGLANS REGI,Allium sativum
OLIVE LEAF [ALLIUM SATIVUM;OLEA EUROPAEA],Allium sativum
ONCE DAILY GARLIC (ALLIUM SATIVUM),Allium sativum
PENNEL (ALLIUM SATIVUM OIL;BIFENDATE),Allium sativum
PENNEL [ALLIUM SATIVUM OIL],Allium sativum
WELLMAN [ALLIUM SATIVUM;AMINOBENZOIC ACID;ARGININE HYDROCHLORIDE;ASCOR,Allium sativum
AGED GARLIC,Allium sativum
AGED GARLIC EXTRACT,Allium sativum
AGED GARLIC POWDER PILLS,Allium sativum
ARIZONA GARLIC,Allium sativum
"ASPIRIN, GARLIC SUPPLEMENT",Allium sativum
BETA-SITOSTEROL/DANSHEN/GARLIC/RED YEAST RICE,Allium sativum
BIPHENYL DIMETHYL DICARBOXYLATE/GARLIC OIL (BIPHENYL DIMETHYL DICARBOXYLATE/GARLIC OIL),Allium sativum
BLACK GARLIC,Allium sativum
BLACK GARLIC BOTANICALS,Allium sativum
CALCIUM W/MAG + ZINC/GARLIC + GINGER,Allium sativum
CAPSICUM (+) GARLIC (+) HAWTHORN (+) UBIDECARENONE,Allium sativum
CHOLIC GARLIC,Allium sativum
CINNAMON GARLIC,Allium sativum
COD LIVER OIL WITH ODOURLESS GARLIC,Allium sativum
CYPRESS/EQUISETUM/GARLIC/HIPPOCASTANI SEMEN/MAGNESIUM THIOSULFATE/MIST,Allium sativum
D KYOLIC GARLIC EXTRACT,Allium sativum
DIETARY SUPPLEMENTS (GARLIC AND CALCIUM),Allium sativum
DOUBLE HEART GARLIC CAPSULES WITH MISTEL PLUS WHITE,Allium sativum
FISH OIL W/GARLIC,Allium sativum
"FOOD - PLANT SOURCE, GARLIC, ALLIUM SATIVU M",Allium sativum
